SalesID,CarModel,CarModel_ID,EmployeeName,Employee_ID,Employee_Address,Employee_CellNumber,Manufacturer,Manufacturer_ID,CustomerName,Customer_ID,Customer_Address,Customer_CellNumber,PaymentMethod,PaymentMethod_ID,SalePrice,SaleDate,CarYear,CarColor,Customer_Email,WarrantyStatus
35,X3,29,Victoria Harris,13,"296 Ruiz Hill
Burgesshaven, CO 03252",302-256-9594x23879,BMW,6,Seth Hood,24,"67786 Jenny Summit
Port Rachaelland, VA 49377",564.209.4155,Cryptocurrency,6,87587.83,2022-12-31,2016,Blue,diazkaylee@example.org,Active
36,Maxima,25,Michele Moreno,1,"984 Pierce Pike Apt. 815
West Gene, UT 77396",6245398498,Nissan,5,Brandy Rivera,92,"998 Brett Harbors
Samanthaburgh, GA 92904",256-420-5319x4862,Apple Pay,9,82701.85,2022-03-28,2024,Red,cynthia84@example.net,Active
37,Equinox,18,Victoria Harris,13,"26336 Cherry Turnpike
Barajasview, ID 31196",+1-775-588-0159x4464,Chevrolet,4,Joshua Wade,17,"497 Anthony Branch
Wagnerfort, TX 72583",(920)677-6511,Bank Transfer,4,28252.5,2021-04-02,2020,White,baileydiana@example.net,Active
38,F-150,6,Danielle Waters,15,"869 Shaw Extensions Suite 294
Jonesmouth, SC 67889",(315)534-1613,Ford,2,Shannon Miller,29,"387 Hernandez Green
West Josephton, TX 60502",(808)898-4831x4981,Bank Transfer,4,38933.98,2023-11-26,2022,Yellow,jromero@example.org,Expired
39,C-Class,31,Jesse Saunders,7,"267 Gomez Groves
Lynchchester, RI 48998",+1-867-283-4324x650,Mercedes-Benz,7,Laura Wiley,10,"848 Gina Falls Suite 291
Breannahaven, CA 11148",(619)725-7647x2745,PayPal,7,78825.53,2021-01-02,2020,Yellow,bthompson@example.org,Expired
40,Sentra,22,Rebecca Neal,4,"489 Wilson Ramp Suite 744
South Justin, AS 70131",568-453-6333x232,Nissan,5,Anna Lamb,7,"4289 Johnson Spring
Payneton, MI 10115",(295)562-2160x9914,Google Pay,8,48883.56,2022-11-18,2019,Black,fschwartz@example.org,Active
41,Highlander,4,Tanner Hunter,12,"385 Fernandez Mall
Smithhaven, MO 15360",880-209-0035x617,Toyota,1,Priscilla Hebert,77,"3005 Danny Junctions
Port Davidview, MO 51686",638-575-0889x25739,Gift Card,10,81644.46,2020-03-08,2019,Black,qsims@example.org,Expired
42,Atlas,49,Julian Coffey,9,"Unit 7579 Box 9894
DPO AE 86538",515.467.3573x26578,Volkswagen,10,Paul Brown,27,"5523 Ronald Stream Apt. 232
Edwardsburgh, CA 43552",8342052208,Credit Card,1,76370.59,2021-05-25,2015,Blue,jeffreywebb@example.org,Active
43,Model S,41,Julian Coffey,9,"7961 Cynthia Stravenue Suite 100
East Sarah, GA 63636",+1-839-747-3605x073,Tesla,9,Maria Kramer,124,"316 Aaron Mount
Austinport, MN 81476",(523)861-2778,Apple Pay,9,34850.58,2020-05-24,2022,Blue,anthony19@example.net,Active
44,Altima,21,Kristen Thomas,3,"201 Christopher Fords
South Elizabethton, PR 27543",+1-353-856-2733x5177,Nissan,5,Brett Stokes,107,"565 Juan Expressway Suite 729
Lake Wendyview, MH 91569",387-408-8802,Gift Card,10,65587.79,2024-07-28,2018,Yellow,joseph93@example.org,Active
45,Model 3,42,Scott Dougherty,14,"57220 Heather Passage Apt. 425
New Bryan, AK 25639",(983)245-7067,Tesla,9,Lauren Maddox,108,"323 Johnson Circles Suite 287
Erikaville, VA 85572",+1-959-929-7242x72924,Google Pay,8,55724.71,2021-06-21,2016,White,samuel39@example.org,Active
46,Q7,40,Jesse Saunders,7,"85389 Amanda Squares
South Tonistad, NE 44815",703-845-0920,Audi,8,Eric Foster,65,"USNS Adams
FPO AE 60197",825-661-9445,Gift Card,10,81099.66,2021-01-09,2016,Yellow,mcampbell@example.com,Expired
47,GLC,34,Kristen Thomas,3,"06752 Tamara Curve Suite 531
New John, HI 90717",973-595-3001x14781,Mercedes-Benz,7,Dana Davis,127,"USCGC Bush
FPO AA 29863",(820)575-3650,PayPal,7,27061.95,2024-04-06,2017,Green,jcalhoun@example.com,Active
48,Q7,40,Latoya Lloyd,8,"46447 Schultz Fall
Dawnbury, SC 75974",538.765.2774,Audi,8,Megan Adams,135,"59915 Perez Lodge
Troyville, PW 79962",(294)667-3765,Credit Card,1,86324.81,2024-02-11,2023,Red,mariaday@example.com,Expired
49,GLC,34,Kristen Thomas,3,"0397 Brian Brook
Anthonyberg, NM 08171",+1-573-651-5750x76795,Mercedes-Benz,7,Shelley Allen,117,"8783 Kaitlyn Mission
Stephenport, NC 39204",001-621-218-9654x7218,PayPal,7,43794.75,2021-07-21,2015,Red,sperez@example.org,Active
50,Malibu,17,Julian Coffey,9,"173 Lloyd Ridges Suite 181
Port Juan, FM 27520",001-756-600-4614x38158,Chevrolet,4,Amanda Williams,46,"750 Livingston Villages
South Joel, PR 06772",415.435.8892x3223,Google Pay,8,74372.01,2023-11-28,2016,Red,ethan03@example.com,Expired
51,GLC,34,Latoya Lloyd,8,"7481 Nelson Ville Apt. 073
Hillmouth, CT 50883",791-431-9172,Mercedes-Benz,7,Priscilla Hebert,77,"7332 Stephanie Unions
Harperland, GA 50516",001-329-589-5318x365,Gift Card,10,22208.54,2024-03-10,2018,Blue,byrdchristopher@example.net,Active
52,X3,29,Rebecca Neal,4,"375 Smith Brook Suite 238
Jamesstad, FM 46733",001-937-437-4449x3605,BMW,6,Steven Johnson,60,"02158 Colleen Vista
Port Jennifer, VI 02579",(338)348-6732,PayPal,7,38892.21,2023-08-14,2020,White,nancymarshall@example.net,Expired
53,Explorer,8,Latoya Lloyd,8,"56656 Vincent Ridge Apt. 951
South Jose, RI 84583",491-834-7309x82125,Ford,2,Stephanie Smith,43,"482 Smith Course Suite 728
Jessechester, MS 41785",910.252.0553,Cash,3,56521.25,2023-01-21,2020,Black,whitneyfischer@example.com,Active
54,C-Class,31,Jacqueline Thompson,6,"165 Donna Mountains
Angelastad, MT 89946",(924)776-7746x670,Mercedes-Benz,7,Jack Lloyd,55,"5328 Hill Harbor
Riosborough, GU 93268",001-809-931-6635x10209,Bank Transfer,4,35960.72,2023-05-19,2019,White,grantjoseph@example.com,Active
55,S-Class,35,Kristen Thomas,3,"255 Michael Fall Suite 034
Reillyberg, AK 89547",001-210-296-8897x340,Mercedes-Benz,7,William Marshall,106,"8419 Jennifer Turnpike Suite 160
Boydmouth, WY 18166",(797)883-2393x81836,Gift Card,10,38618.28,2023-05-22,2022,Red,eatonjohn@example.com,Active
56,X3,29,Julian Coffey,9,"3382 Hannah View
Johnborough, PW 06033",757-581-7171x755,BMW,6,Mrs. Kristin Reid,112,"202 Perry Way Suite 421
Port Sarahaven, RI 20925",+1-728-847-7768x8737,PayPal,7,64447.83,2024-05-22,2017,Yellow,mendozaronnie@example.org,Expired
57,Equinox,18,Scott Dougherty,14,"2575 Ford Roads Apt. 107
South Brittany, GA 21468",721.883.6887x082,Chevrolet,4,Holly Byrd,30,"241 George Underpass
Port Christophermouth, MT 89052",595-700-8081x08099,Bank Transfer,4,68406.83,2023-02-17,2024,Silver,turnerjared@example.org,Active
58,Rogue,23,Victoria Harris,13,"683 Peterson Common Suite 256
Lake Frank, OK 80590",214-323-9046,Nissan,5,Connor Gutierrez,79,"359 Sullivan Gardens Suite 520
Heatherton, CA 90657",9983552461,Cheque,5,46687.27,2024-09-04,2017,Yellow,timothy11@example.org,Expired
59,Malibu,17,Tanner Hunter,12,"685 Jefferson Course
Chenland, WV 70576",909.994.3898x016,Chevrolet,4,Tina Hardy,58,"8338 Webster Ferry Apt. 687
Lake Jonathanview, NC 60313",508-600-1934,Cash,3,75299.57,2023-01-08,2017,Green,nicholspatricia@example.com,Active
60,Silverado,16,Bryan Mendoza,2,"40909 Stevens Streets Suite 356
South Jermaine, WY 46287",001-860-779-3862x681,Chevrolet,4,Virginia Huff,97,"5240 Dunn River
Wilsonmouth, OK 75161",4483443849,Cash,3,30834.24,2022-02-25,2022,White,whitetina@example.com,Active
61,Equinox,18,Julian Coffey,9,"8346 Luis Turnpike
Solomonland, KS 23096",001-332-816-7022x0716,Chevrolet,4,Mr. Scott Phillips,26,"330 Bruce Spur Apt. 306
North Dana, MH 88083",001-625-325-7876x19508,PayPal,7,86803.96,2020-08-03,2023,White,kevin16@example.org,Expired
62,Escape,9,Michele Moreno,1,"647 Flores Gardens
Abigailmouth, NV 84406",001-728-605-9812x3184,Ford,2,Virginia Huff,97,"854 Julia Road Apt. 704
Navarroville, KS 21047",713.833.4472,Cheque,5,37890.95,2024-07-09,2022,Red,meredithanderson@example.org,Active
63,GLC,34,Danielle Waters,15,"7047 Colleen Meadows
North Whitneyside, AS 96436",(815)825-8933,Mercedes-Benz,7,Shelley Allen,117,"8037 Nicholas Meadow
North Angela, MO 55982",(403)574-4658,Bank Transfer,4,72411.03,2023-09-15,2019,Green,xjohnson@example.org,Active
64,Model S,41,Rebecca Neal,4,"39830 Stacey Gateway
Whiteside, MO 87874",+1-540-545-1559x88217,Tesla,9,Amy Peterson DVM,95,"8126 Ponce Centers Apt. 084
New Mary, NJ 51763",600.843.5411x45864,Bank Transfer,4,42654.08,2024-08-12,2016,Silver,rodriguezroger@example.com,Active
65,Odyssey,15,Julian Coffey,9,"PSC 1464, Box 9482
APO AE 13933",515.986.5702,Honda,3,Jacqueline Lewis,74,"732 Michael Canyon
New Melissaside, RI 56735",+1-564-940-8247,Bank Transfer,4,61627.15,2023-11-27,2024,White,jillianweeks@example.net,Active
66,3 Series,26,Danielle Waters,15,"9104 Cynthia Freeway Apt. 319
New Jennifer, AZ 38412",957.404.1406,BMW,6,Mr. Scott Phillips,26,"9844 Patricia Lakes Suite 058
East Jeffrey, IA 49948",+1-421-280-8680,PayPal,7,62890.74,2024-02-09,2023,Red,wbutler@example.com,Expired
67,X5,28,Michele Moreno,1,"7317 Carlos Land
New Sarah, UT 50257",+1-476-988-1369x6425,BMW,6,Michelle Moreno,23,"93313 Wright Mountain Suite 130
Barajastown, RI 61740",(535)261-2285,Cheque,5,27302.1,2020-04-03,2023,Blue,janiceherring@example.net,Active
68,Edge,10,Latoya Lloyd,8,"67838 Harry Crossing
Amandamouth, TN 90194",001-592-404-3545x67219,Ford,2,Susan Hanson,85,"11227 Michael Viaduct Apt. 045
Trujillomouth, CA 64418",+1-522-590-5676x65394,Credit Card,1,84861.6,2020-11-19,2023,Red,petervasquez@example.net,Expired
69,Passat,47,Danielle Waters,15,"2758 Anthony Gardens Suite 546
Mcphersonburgh, MT 81636",001-918-463-7272x4220,Volkswagen,10,Mark Moore,139,"5062 Sarah Ville
West Ericport, TX 94336",587-709-4143x83671,Credit Card,1,59446.61,2022-10-04,2021,Green,gallaghergabrielle@example.com,Active
70,X3,29,Tanner Hunter,12,"9155 Jefferson Fords Apt. 324
Port Nicolemouth, MA 85628",001-470-306-1478,BMW,6,William Marshall,106,"6070 Hoffman Island
East Donald, WY 81508",001-688-255-4451,Cryptocurrency,6,52223.71,2024-01-28,2024,Silver,frank99@example.org,Expired
71,A3,36,Jacqueline Thompson,6,"710 Vargas Ports
North Kathleenchester, MS 04241",900-585-7147,Audi,8,Adam Escobar,78,"7570 Beth Port
East Rachelchester, VT 27220",647-509-3177x20194,Apple Pay,9,73350.38,2021-01-17,2018,Red,boltonjeffrey@example.org,Active
72,Golf,45,Tanner Hunter,12,"143 Rubio Mountain
Rossmouth, TX 23364",001-552-430-0529x3671,Volkswagen,10,Eric Adams MD,63,"2835 Tiffany Circles
North Stacy, MI 26792",(513)240-9505x65554,Cheque,5,37824.42,2023-11-18,2018,Green,aclark@example.net,Active
73,GLA,33,Kristen Thomas,3,"14045 Cline Harbor Suite 262
Patrickville, AR 84913",+1-809-274-2255x02678,Mercedes-Benz,7,Katie Hanson,120,"56685 Delacruz Mountain Suite 260
Brookstown, CO 89058",2435737162,Google Pay,8,87231.66,2023-04-21,2020,White,thunter@example.com,Active
74,Odyssey,15,Scott Dougherty,14,"7285 Richard Village Apt. 270
Lake Teresaville, AZ 51440",001-345-592-5437x922,Honda,3,Paul Olson,15,"USCGC Adams
FPO AA 08792",+1-710-380-9689,Cheque,5,99573.29,2023-06-24,2018,Silver,joelsanders@example.net,Active
75,A6,38,Latoya Lloyd,8,"32863 Angela Extension
Knightfurt, MO 28173",+1-850-293-0967,Audi,8,Sheri Morgan,131,"5840 Lindsey Cliffs
New Melanie, AK 79826",+1-508-218-2737,Debit Card,2,93478.84,2024-07-01,2015,Yellow,denisegonzalez@example.org,Active
76,Prius,3,Rebecca Neal,4,"249 Aguirre Union
West Lori, MP 10655",+1-269-590-2183x85879,Toyota,1,Michael Jackson,81,"1213 Cooper Shore Suite 244
East Laurenshire, MH 69131",(267)463-7998x739,Cash,3,20936.37,2020-05-06,2023,Silver,joelhoward@example.net,Expired
77,RAV4,5,Julian Coffey,9,"16592 Heather Coves
West Stephaniemouth, FL 12129",+1-906-336-7820x3861,Toyota,1,Michelle Moreno,23,"310 Henderson Bridge
Cooperborough, OK 60621",777.207.9548,Cryptocurrency,6,84735.36,2020-10-16,2018,Yellow,hutchinsonstephen@example.org,Active
78,Jetta,46,Latoya Lloyd,8,"955 Larson Shoal
South Tiffany, ME 34858",311-465-5237,Volkswagen,10,Joshua Wade,17,"1866 Maria Expressway
North Jasonshire, ND 49514",+1-516-308-0366,Bank Transfer,4,74216.5,2022-11-14,2024,Blue,leslieconrad@example.com,Expired
79,Silverado,16,Tanner Hunter,12,"540 Knight Lane Suite 588
Timothyport, OK 46698",5235617229,Chevrolet,4,Nicole King DVM,101,"1441 Gutierrez Junctions
West Elizabeth, ME 54489",(990)829-8375x5211,Bank Transfer,4,27561.42,2021-04-19,2023,Yellow,susan52@example.org,Expired
80,Edge,10,Danielle Waters,15,"48383 Davis Mall Suite 122
Port Matthewchester, NV 43150",(865)718-8192x060,Ford,2,Joseph Young,126,"USS Miles
FPO AP 30478",001-856-812-9657,PayPal,7,83380.66,2020-11-28,2020,Green,troyjohnson@example.net,Active
81,Pilot,14,Bryan Mendoza,2,"633 Shelly Square
Markstad, CA 99689",795-727-9014,Honda,3,Priscilla Hebert,77,"032 White Knolls
New Tamaraport, MH 28223",(967)621-2497x01465,Cheque,5,71350.84,2022-03-31,2015,Green,simmonstiffany@example.com,Expired
82,Model 3,42,Richard Sharp,10,"9691 Miller Crescent
Lake Maria, GU 54469",387.669.3255,Tesla,9,Beth Smith,50,"821 Christopher Walk
Port Catherine, MN 75787",+1-618-291-7089x278,Cheque,5,38876.65,2022-04-11,2022,Silver,jordanstephanie@example.com,Expired
83,A6,38,Jacqueline Thompson,6,"USNS Young
FPO AA 46597",+1-736-898-1547x162,Audi,8,Paul Brown,27,"469 Hannah Isle Apt. 830
Hillton, DE 51482",651.820.8807x32940,Cash,3,49143.75,2021-12-20,2018,Yellow,michaelmiller@example.net,Active
84,Escape,9,Bryan Mendoza,2,"631 Michael Dam
New Heatherhaven, KY 63383",001-493-448-5695x09660,Ford,2,Daniel Morales,134,"467 Jeffrey Mission Suite 012
Jacksonfort, IA 18818",001-207-974-5330,Debit Card,2,74907.92,2021-12-13,2017,Green,adam89@example.net,Expired
85,GLC,34,Julian Coffey,9,"PSC 0307, Box 9535
APO AP 76614",810-716-0723x997,Mercedes-Benz,7,Tina Hardy,58,"579 Stone Overpass
South Robertland, NE 39646",681.636.1002,Debit Card,2,67951.42,2020-01-18,2018,White,catherine44@example.net,Active
86,Silverado,16,Victoria Harris,13,"4871 Brett Trafficway Apt. 992
Port Charles, NM 12485",(337)473-3697x115,Chevrolet,4,Jennifer Walls,16,"208 Novak Skyway Apt. 778
South Danborough, MS 18928",(205)716-9494,Google Pay,8,70662.15,2024-04-20,2015,White,eperez@example.net,Expired
87,CR-V,13,Latoya Lloyd,8,"3035 Wilson Rest Suite 537
Charleneside, NC 64591",533.792.0891x8780,Honda,3,Mary Larson,40,"5768 Michael Brook
Prattville, FM 70847",586-404-9306,PayPal,7,46236.92,2022-07-13,2018,Blue,osbornscott@example.com,Expired
88,Tiguan,48,Danielle Waters,15,"34850 Charles Island Apt. 214
Prestontown, TN 57235",618-808-5025x579,Volkswagen,10,Sherry Meyers,86,"515 Robertson Wall
Arielview, FM 64178",001-344-579-5001x2027,Apple Pay,9,81250.59,2023-10-14,2020,Red,amy15@example.org,Active
89,Explorer,8,Jacqueline Thompson,6,"052 Smith Ridges Suite 575
Ryanberg, ME 14606",2044035683,Ford,2,Priscilla Hebert,77,"072 Daniel Mount
Pateltown, UT 45064",6625799935,Google Pay,8,99017.61,2021-04-03,2017,Black,joel88@example.com,Active
90,Q5,39,Victoria Harris,13,"00244 Kathy Port
North Jean, IL 30181",482-508-2199,Audi,8,Eric Adams MD,63,"287 Watson Underpass
South Anthony, IN 70909",431.256.9574,Cash,3,36354.54,2020-07-03,2018,Silver,dhickman@example.net,Active
91,Sentra,22,Danielle Waters,15,"8750 Rios Flat Apt. 808
Lake Holly, MP 32965",+1-884-212-0433x3710,Nissan,5,Stephanie Smith,43,"1756 Brittney Land
West Patrickfurt, PR 35024",645-231-1276x8364,Cryptocurrency,6,98169.61,2022-02-06,2020,Yellow,sandra27@example.com,Expired
